gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT1G23970,NA,NA,82.66900326379547,-0.16489070665575645,0.36021888002817776,0.33137926437673526,0.9261281733023456
AT3G57420,STL2,NA,182.39476408396797,-0.1769912825483033,0.3481091328742385,0.3313645399960879,0.9261281733023456
AT3G23660,AtSEC23E,NA,231.35584842211537,-0.17858536202412753,0.345742119091852,0.3314616176842634,0.9262154678688306
AT1G35160,14-3-3PHI,GF14 protein phi chain member of 14-3-3 protein family. This protein is reported to interact with the BZR1 transcription factor involved in brassinosteroid signaling and may affect the nucleocytoplasmic shuttling of BZR1,860.1078782261773,-0.1796030085029783,0.33822330168463177,0.33162837910330817,0.9262976304899944
AT1G56200,EMB1303,NA,2400.874190798235,-0.1757615470210762,0.34882019529143043,0.331591231524762,0.9262976304899944
AT2G30170,PBCP,NA,334.3965678034925,0.17188319071894784,0.3567378166705722,0.3315948556639078,0.9262976304899944
AT1G07880,ATMPK13,member of MAP Kinase,35.065225799818,0.12822634576904154,0.374338143481138,0.33218864653421043,0.9271450551633964
AT1G10585,NA,NA,208.38200353422835,-0.08825573717283043,0.3749844078600724,0.33223235927537303,0.9271450551633964
AT1G16150,WAKL4,"Encodes a cell-wall associated kinase like protein of the receptor-like kinase (RLK) superfamily.  Likely involved in Arabidopsis root mineral responses to Zn2+, Cu2+, K+, Na+ and Ni+.",19.035938588168417,0.08946473604018226,0.37537838913932847,0.33212792428117455,0.9271450551633964
AT3G21352,NA,NA,7.49340941322188,-0.05636803071351311,0.37365356794571447,0.33229750961375826,0.9271450551633964
AT4G27830,AtBGLU10,NA,739.4579574776608,0.12861789267703774,0.37472508730829024,0.3322983933067959,0.9271450551633964
AT5G06660,NA,NA,138.14841055707836,-0.16688992976334768,0.35812546155493874,0.3321588983161923,0.9271450551633964
AT5G14070,ROXY2,"Encodes glutaredoxin ROXY2.  ROXY2, together with ROXY1 (AT3G02000), controls anther development. roxy1 roxy2 double mutants are sterile and do not produce pollen.",12.85775141796146,-0.0977173516468336,0.37513245085967056,0.3321575491430054,0.9271450551633964
AT5G26000,AtTGG1,member of Glycoside Hydrolase Family 1. encodes one of two known functional myrosinase enzymes in Arabidopsis. The enzyme catalyzes the hydrolysis of glucosinolates into compounds that are toxic to various microbes and herbivores.,22430.22375998208,0.1719818508114307,0.3525160239470894,0.33214943235226374,0.9271450551633964
AT2G37620,AAc1,Member of the actin gene family. Expressed in mature pollen.,296.76708078602576,0.18007730220186377,0.34631972842944636,0.33236700520493345,0.9271519726188012
AT3G50860,AP-3,NA,75.17329798320704,0.16682357267976747,0.36036891159247375,0.33239252915842843,0.9271519726188012
AT4G10280,NA,NA,74.1097837323536,-0.15689515176269217,0.36485402950643,0.33252817092229126,0.9274024573930072
AT2G39020,NATA2,NA,386.99117889225806,0.18203360711742783,0.3431382185953299,0.3326586701006798,0.9276385327094214
AT1G64110,DAA1,NA,171.93930317882172,-0.07577572456419317,0.37456408444913064,0.33275075608968674,0.9277674402495112
AT1G09590,NA,NA,1379.086382613356,0.1590628992747703,0.3652021386605602,0.333026007843433,0.9278439073532204
AT3G07290,NA,NA,7.568432055127285,0.08562916290043057,0.37504141137054053,0.3331248135974466,0.9278439073532204
AT3G20860,ATNEK5,Encodes a member of the NIMA-related serine/threonine kinases (Neks) that have been linked to cell-cycle regulation in fungi and mammals.  Plant Neks might be involved in plant development processes.,135.31651538989937,-0.12924640180806693,0.3730886799332347,0.3331350495363164,0.9278439073532204
AT3G58170,ATBET11,"Encodes a Bet1/Sft1-like SNARE protein which  fully suppresses the temperature-sensitive  growth defect in <i>sft1-1</i> yeast cells; however, it cannot support the deletion of the yeast BET1 gene (<i>bet1&#916;</i>).",400.90705368908544,-0.17033791923388902,0.3547308873415977,0.3330027713973546,0.9278439073532204
AT3G62010,NA,NA,784.3492071887905,0.16009922464867338,0.3648491089135584,0.3329349882119645,0.9278439073532204
AT4G17080,NA,NA,336.5199059702795,-0.17222539976456352,0.3523845242458836,0.33284970254822543,0.9278439073532204
AT5G01175,NA,NA,18.770179234893053,0.12215400862282924,0.3747032792382017,0.3330958206966717,0.9278439073532204
AT5G23080,TGH,"Interacts with TATA-box binding protein 2. Contains domains with strong similarity to G-patch and  SWAP domains, characteristic of RNA binding and processing proteins. Colocalizes with the splicing regulator SRp34 to subnuclear particles. Role in RNA  binding or processing. Mutants display developmental defects, including reduced plant height, polycotyly, and reduced vascularization. Strong genetic interaction between TGH and AMP1.",352.6217810642557,-0.17136358302903823,0.3532110689388731,0.33314508145982863,0.9278439073532204
AT3G17300,EMB2786,NA,190.41209351671307,-0.174782721674729,0.3495155699987996,0.3332159397411594,0.9279135136825044
AT1G13560,AAPT1,Encodes aminoalcoholphosphotransferase AAPT1.,451.905581972166,0.175198690989019,0.3517326013329762,0.3334398421819797,0.9281537489245504
AT1G63670,TRM12,NA,101.1934026178167,0.16950805761937654,0.3577472166019284,0.33340041596224707,0.9281537489245504
AT1G69880,ATH8,NA,312.24347509927946,-0.13727465524551533,0.3714325229163473,0.33335214773950395,0.9281537489245504
AT2G43350,ATGPX3,Glutathione peroxidase. Functions as both a redox transducer and a scavenger in abscisic acid and drought stress responses. Interacts with ABI2 and ABI1.,358.7843178460913,-0.17463926284892545,0.34919734635337385,0.33354516159947445,0.9283191861767736
AT2G33560,BUBR1,Encodes BUBR1.  May have the spindle assembly checkpoint protein functions conserved from yeast to humans.,39.1051790954118,0.1371384704493707,0.3726057377300861,0.33368183893695563,0.9284441319672052
AT4G14540,NF-YB3,NA,414.0272439720584,0.16578284266419047,0.36090071257888695,0.3336790907944718,0.9284441319672052
AT2G38800,NA,NA,1570.9229149671492,-0.1612701868050188,0.3605122831107246,0.33373311951227264,0.92845912277953635
AT4G00030,FBN9,NA,307.8393548394947,0.18120542644813747,0.34355297443954674,0.333947856381418,0.9289287890076264
AT1G29520,NA,NA,174.18139760909037,-0.1520184844127771,0.3664665568203808,0.3341785944883327,0.929280236327014
AT4G27560,UGT79B2,NA,329.48148707298003,0.1374770527664968,0.3727222647480424,0.33412897983570444,0.929280236327014
AT5G16000,AtNIK1,"NSP-interacting kinase (NIK1), receptor-like kinase, involved in defense response against geminivirus  It acts as a virulence target of the begomovirus nuclear shuttle protein (NSP).",127.40080274948852,-0.16511807365268769,0.35858785836700635,0.334212001360059,0.929280236327014
AT1G17490,NA,NA,104.47959017728228,-0.16346500414269702,0.36007382288844453,0.3343566737022754,0.9292993358525532
AT1G50020,NA,NA,938.0095211219576,0.1796821887457637,0.3474898128539656,0.33432665940766426,0.9292993358525532
AT5G56710,NA,NA,2052.4738448604708,0.16053652214526257,0.3647634640991753,0.334279836574667,0.9292993358525532
AT2G25625,CV,NA,733.6109405337702,-0.10052251782275398,0.374855828114815,0.33452489730835305,0.9296183450830666
AT4G18750,DOT4,Encodes a pentatricopeptide (PPR) protein involved in leaf and root development. dot4 mutants have an aberrant midgap venation pattern in juvenile leaves and cotyledons.,18.04985123433349,0.1141964921025473,0.37506465166219305,0.3345633518140383,0.9296183450830666
AT1G10690,SMR8,NA,55.67983306636253,-0.13560592923066378,0.3718236037395783,0.33474598051925575,0.9298703737313008
AT1G27350,NA,NA,457.6404423247239,-0.17559588824973069,0.34659570053382427,0.3347172639963146,0.9298703737313008
AT1G10210,ATMPK1,Encodes ATMPK1.,88.06321306184809,-0.14776587618207063,0.3678730287950556,0.33482172664690923,0.9299530960727102
AT2G45620,URT1,NA,761.4159948058228,-0.1730157024296982,0.3501947119798818,0.33510870769910384,0.9304155599619712
AT4G13800,ENOR3L3,NA,79.9609533700322,0.10243989012054285,0.3756056733447159,0.33508216026435206,0.9304155599619712
AT5G26310,UGT72E3,"UGT72E3 is an UDPG:coniferyl alcohol glucosyltransferase which glucosylates sinapyl- and coniferyl alcohol as well as sinapic acid. The enzyme is thought to be involved in lignin- and phenylpropanoid metabolism. A knockdown mutant line (72E3KD) was obtained using RNAi silencing. No reduction in coniferyl alcohol 4-<i>O</i>-glucoside and sinapyl alcohol 4-<i>O</i>-glucoside was detected in this line compared to wildtype, in contrast with the knockdown line constructed for UGT72E2 displayed a twofold reduction in the these phenylpropanoid 4-<i>O</i>-glucosides.",33.62716704101963,-0.12820581610582643,0.3731278565162724,0.33512620164316564,0.9304155599619712
AT2G17840,ERD7,"Identified as drought-inducible gene by differential hybridization. Upregulated by high light, drought, cold and salt stress determined by microarray analysis.",2298.7766307165566,0.10348282284751271,0.3752082504705914,0.33528927537620606,0.9306409203881228
AT5G63990,NA,NA,127.31341300983723,-0.1696219175848317,0.3541133307276037,0.3352993756467316,0.9306409203881228
AT1G07470,NA,NA,560.8916096772622,0.14708119488371196,0.3692330211325166,0.33842847741662613,0.93093163917536
AT1G08125,NA,NA,232.652954992744,-0.17473644278423828,0.346386755973471,0.3374882796230855,0.93093163917536
AT1G16410,BUS1,member of CYP79F,1001.450760372672,0.10914144478086003,0.3756335607136101,0.3366751690872566,0.93093163917536
AT1G18480,AtSLP2,NA,118.30337123546876,-0.1627996300616077,0.3595211173567016,0.33604725323264295,0.93093163917536
AT1G19910,ATVHA-C2,vacuolar H+-pumping ATPase 16 kDa proteolipid (ava-p2),1551.9182957628602,-0.1755080284992147,0.3461362141076803,0.3357465942402295,0.93093163917536
AT1G21560,NA,NA,110.88977445833126,-0.15418834884834323,0.3645267309385559,0.3370558752087558,0.93093163917536
AT1G30550,NA,NA,35.2220709339079,-0.13787827176925288,0.3702040139894347,0.33882347355713766,0.93093163917536
AT1G36390,CGE2,NA,287.0826682576182,0.16853642423914464,0.3565129677955797,0.33665734498669964,0.93093163917536
AT1G47380,NA,NA,190.66481171632176,0.15784625503644908,0.3640010268490684,0.33828766104224123,0.93093163917536
AT1G48880,TBL7,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",16.558426217891206,-0.11081487726944891,0.3745998695392207,0.33683651896091266,0.93093163917536
AT1G49245,NA,NA,53.23918921025377,-0.13995149951202576,0.36968894772926086,0.33801561785877865,0.93093163917536
AT1G64405,NA,NA,8.065221035850115,0.068232610683227,0.3742702625924217,0.33563605164533056,0.93093163917536
AT1G71380,ATCEL3,NA,7.174167071808861,-0.07303015125315548,0.3741984373781064,0.3359315212640616,0.93093163917536
AT1G71820,SEC6,Encodes a member of the exocyst complex gene family. The exocyst is a protein complex involved in tethering vesicles to the plasma membrane during regulated or polarized secretion.,495.3422794187245,-0.17709645722905065,0.34401012220063215,0.33569624677803694,0.93093163917536
AT1G79260,NA,NA,122.96493367641642,0.17035553831695566,0.35441968297998205,0.33788781779753385,0.93093163917536
AT2G03070,MED8,Encodes a subunit of the Mediator complex.  Regulates plant defense and flowering.,223.5430921642972,0.1730292766475366,0.3527579895626016,0.33608525668976874,0.93093163917536
AT2G19130,NA,NA,103.81924367546048,-0.16537411057671042,0.35739235287330734,0.3363672870758821,0.93093163917536
AT2G22500,ATPUMP5,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",500.72798002096073,-0.13230937547132407,0.3719268024285157,0.3356938032343199,0.93093163917536
AT2G29720,CTF2B,Encodes CTF2B.,82.87886468187028,-0.1560051562948652,0.36301170341148625,0.33794663147360965,0.93093163917536
AT2G32900,ATZW10,"homologous to Drosophila ZW10, a centromere/kinetochore protein involved in chromosome segregation",244.800006305436,0.15833802170512126,0.36374239273842573,0.33810028092128214,0.93093163917536
AT2G40610,ATEXP8,"member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio).  Involved in the formation of nematode-induced syncytia in roots of Arabidopsis thaliana.",416.3532096460527,0.08524360077456425,0.37527671260586015,0.3379679277622552,0.93093163917536
AT2G46130,ATWRKY43,member of WRKY Transcription Factor; Group II-c,11.701336887963247,-0.08383503987040546,0.3744950935747643,0.338441487447136,0.93093163917536
AT2G46630,NA,NA,228.78328880244823,0.1747806966166246,0.3488663511523182,0.33884107168700434,0.93093163917536
AT3G03610,NA,NA,203.78531977534828,-0.16160459401743085,0.3598098531423661,0.3368691250872517,0.93093163917536
AT3G09010,NA,NA,83.98238082910387,-0.1550542898430524,0.3642223548972317,0.33695941858010114,0.93093163917536
AT3G09060,NA,NA,8.327922295640827,0.08583976901470611,0.3748153850939494,0.33707023082126447,0.93093163917536
AT3G11760,NA,NA,133.90493387509784,-0.1475863801194214,0.3676436548448947,0.3364801176794534,0.93093163917536
AT3G14990,AtDJ1A,NA,6689.809480360715,-0.12353998269490402,0.36805883257163585,0.33726016894351085,0.93093163917536
AT3G15290,NA,NA,409.9756428691034,-0.1649116274869218,0.3569218331582521,0.33730618837633325,0.93093163917536
AT3G27470,NA,NA,144.18936358997286,-0.16157830838250817,0.3593299200773111,0.3385803207993391,0.93093163917536
AT3G42170,DAYSLEEPER,"transposase-like gene with conserved domains from the family of hAT transposases that includes hobo from Drosophila melanogaster, Activator (Ac) from maize, and Tam3 from snapdragon but lacks several amino acids known to be essential for Ac transposition5. The DAYSLEEPER gene lacks 8 bp duplications and TIRs (a common feature of transcriptionally silent hAT transposases), however, DAYSLEEPER expression was detected, and several expressed sequence tags are available. The expression seems to be under the control of factors determining the circadian rhythm. DAYSLEEPER was isolated as a factor binding to a motif (Kubox1) present in the upstream region of the Arabidopsis DNA repair gene Ku70. Mutant plants lacking DAYSLEEPER or strongly overexpressing this gene do not develop in a normal manner.",561.5252666248718,0.17418746015053838,0.35165150189575234,0.3363044141033211,0.93093163917536
AT3G47930,ATGLDH,"L-Galactono-1,4-lactone dehydrogenase, catalyzes the final step of ascorbate biosynthesis",203.46857351985273,0.17549348541719847,0.3479618549543358,0.33867086815617936,0.93093163917536
AT3G49650,NA,NA,89.7094738012728,0.15725429334482735,0.3643560868324772,0.33754252485830744,0.93093163917536
AT3G51330,NA,NA,186.06510471004785,-0.1334118365362688,0.37131484418855926,0.3381361235042273,0.93093163917536
AT3G53610,ATRAB8,GTPase AtRAB8 (atrab8),432.6298642504847,-0.17821168514904584,0.3398046611145797,0.3389012664982713,0.93093163917536
AT3G53730,NA,NA,666.5513550317759,-0.1434585534865664,0.3687265873723284,0.33641112200502987,0.93093163917536
AT3G59320,NA,NA,60.964463520951625,-0.146194346451723,0.3677184496566794,0.33770048950148024,0.93093163917536
AT3G61190,BAP1,Encodes a protein with a C2 domain that binds to BON1 in yeast two hybrid analyses. Its ability to bind to phospholipids is enhanced by calcium ions. Involved in maintaining cell homeostasis.,132.1853742480418,-0.14155400956028316,0.3690001643523525,0.3386324270524475,0.93093163917536
